City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
859,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
864,Salalah,OM,28.05000000000001,few clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
871,Kieta,PG,25.77000000000004,light rain,-6.2167,155.6333,Uruna Bay Retreat
879,Avarua,CK,27.03000000000003,few clouds,-21.2078,-159.775,Paradise Inn
886,Hilo,US,27.670000000000016,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
894,Puerto Ayora,EC,26.980000000000018,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
912,Hithadhoo,MV,28.140000000000043,overcast clouds,-0.6,73.0833,Scoop Guest House
923,Butaritari,KI,27.860000000000014,light rain,3.0707,172.7902,Isles Sunset Lodge
926,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
930,The Valley,AI,28.79000000000002,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
941,Kieta,PG,25.77000000000004,light rain,-6.2167,155.6333,Uruna Bay Retreat
942,Kieta,PG,25.77000000000004,light rain,-6.2167,155.6333,Uruna Bay Retreat
949,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
955,Takoradze,GH,27.420000000000016,scattered clouds,4.8845,-1.7554,Raybow International Hotel
959,Hilo,US,27.670000000000016,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
978,Beyneu,KZ,26.77000000000004,few clouds,45.3167,55.2,NUR
981,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
982,Bairiki Village,KI,29.0,light rain,1.3292,172.9752,Tarawa Boutique Hotel
987,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
988,Butaritari,KI,27.860000000000014,light rain,3.0707,172.7902,Isles Sunset Lodge
1006,St. George's,GD,28.82000000000005,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
1015,Bandarbeyla,SO,26.600000000000023,clear sky,9.4942,50.8122,JABIR HOTEL
1017,Hilo,US,27.670000000000016,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1018,Avarua,CK,26.03000000000003,overcast clouds,-21.2078,-159.775,Paradise Inn
1022,Rosarito,MX,26.439999999999998,broken clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
1025,Harper,LR,26.680000000000007,broken clouds,4.375,-7.7169,Screensaver
1029,Kavieng,PG,28.340000000000032,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
1031,Cayenne,GF,27.02000000000004,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
1039,Bonthe,SL,27.74000000000001,broken clouds,7.5264,-12.505,Bonthe Holiday Village
1040,Lorengau,PG,27.629999999999995,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
1046,Atuona,PF,26.260000000000048,few clouds,-9.8,-139.0333,Villa Enata
1047,Faanui,PF,26.710000000000036,scattered clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
1048,Beruwala,LK,26.629999999999995,overcast clouds,6.4788,79.9828,The Palms Hotel
1049,Pacific Grove,US,26.75,scattered clouds,36.6177,-121.9166,Lovers Point Inn
1050,Butaritari,KI,27.860000000000014,light rain,3.0707,172.7902,Isles Sunset Lodge
1071,Pedernales,DO,28.120000000000005,scattered clouds,18.0384,-71.744,Hotel Costa Marina
1078,Thakurgaon,BD,25.55000000000001,overcast clouds,26.0333,88.4667,Chowdhury Khokon Fisheries Head Office
